respondent number,task number,task text,result,time spent (seconds),path,first click,destination
17,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,40,Lifestyle > Fitness > (empty) > Science > Health and Medicine > Research,Lifestyle,Research
17,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,20,Trending > Popular articles,Trending,Popular articles
17,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,20,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
17,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,43,Entertainment > Films > Trailers,Entertainment,Trailers
17,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,37,Lifestyle > (empty) > Hobbies > Food > Recipes,Lifestyle,Recipes
17,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,15,Society > Family and Relationships > Parenting,Society,Parenting
17,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,52,Entertainment > Games > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
17,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,65,Hobbies > (empty) > Society > (empty) > Entertainment > (empty) > Lifestyle > (empty) > Culture > Fashion > Latest trends,Hobbies,Latest trends
17,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,33,Culture > History > Medieval > Medieval,Culture,Medieval
17,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,114,Entertainment > (empty) > Society > (empty) > Lifestyle > (empty) > Hobbies > Household < Hobbies > (empty) > Trending > (empty) > Entertainment > Entertainment > Hobbies > Hobbies > Culture > Culture > Society > Society > Lifestyle > (empty) > Science > Technology > Computers and internet,Entertainment,Computers and internet
17,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,61,Hobbies > Outdoors < Hobbies > Garden < Hobbies > (empty) > Lifestyle > Lifestyle > Science > Nature > Animals,Hobbies,Animals
18,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,35,Lifestyle > (empty) > Science > Health and Medicine > Research < Health and Medicine > Innovations < Science > Health and Medicine > Research,Lifestyle,Research
18,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,13,Trending > Popular articles,Trending,Popular articles
18,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,21,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
18,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,43,Entertainment > Films < Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
18,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,14,Hobbies > Food > Recipes,Hobbies,Recipes
18,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,27,Lifestyle > Personal development > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
18,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,30,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
18,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,31,Lifestyle > (empty) > Hobbies > Beauty > Clothes,Lifestyle,Clothes
18,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,14,Culture > History > Medieval,Culture,Medieval
18,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,45,Hobbies > (empty) > Lifestyle > (empty) > Science > Technology > Computers and internet,Hobbies,Computers and internet
18,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct failure,16,Science > Biology > Zoology,Science,Zoology
19,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,16,Science > Health and Medicine > Treatments,Science,Treatments
19,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,11,Trending > Popular articles,Trending,Popular articles
19,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,17,Entertainment > Cinema > Top picks,Entertainment,Top picks
19,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,17,Entertainment > Films > Films > Cinema > Cinemas near you,Entertainment,Cinemas near you
19,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,12,Lifestyle > (empty) > Hobbies > Food > Recipes,Lifestyle,Recipes
19,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,25,Lifestyle > (empty) > Science > (empty) > Hobbies > (empty) > Entertainment > Entertainment > Society > Family and Relationships > Parenting,Lifestyle,Parenting
19,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,18,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
19,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,19,Lifestyle > Lifestyle > Hobbies > Beauty > Clothes,Lifestyle,Clothes
19,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,20,Society > Society > Culture > History > Ancient,Society,Ancient
19,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,57,Society > (empty) > Hobbies > (empty) > Entertainment > Entertainment > Society > (empty) > Lifestyle > Lifestyle > Culture > Culture > Hobbies > Hobbies > Society > Society > Science > Technology > Computers and internet,Society,Computers and internet
19,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,12,Science > Nature > Animals,Science,Animals
20,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,20,Lifestyle > Personal development > Personal development < Lifestyle > Society > Health > Health issues,Lifestyle,Health issues
20,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct failure,10,Trending > Latest articles,Trending,Latest articles
20,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,22,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
20,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,31,Entertainment > Films > Upcoming releases < Films > Upcoming releases,Entertainment,Upcoming releases
20,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,14,Hobbies > Food > Recipes,Hobbies,Recipes
20,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,23,Lifestyle > Personal development > Personal development < Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
20,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,21,Entertainment > TV shows > TV shows < Entertainment > Entertainment > TV shows > Awards,Entertainment,Awards
20,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,15,Lifestyle > Lifestyle > Trending > Popular articles,Lifestyle,Popular articles
20,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct failure,13,Culture > Architecture > Urban,Culture,Urban
20,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,39,Entertainment > Entertainment > Society > Society > Lifestyle > Lifestyle > Hobbies > Hobbies > (empty) > Trending > Our picks,Entertainment,Our picks
20,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,20,Culture > Culture > Science > Environment > Environment > Nature > Animals,Culture,Animals
21,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,37,Lifestyle > Personal development > Self-care > (empty) > Society > Health > Health issues,Lifestyle,Health issues
21,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,indirect success,39,Entertainment > TV shows > Top rated > (empty) > Trending > Popular articles,Entertainment,Popular articles
21,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,22,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
21,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,176,Hobbies > (empty) > Entertainment > Films > Upcoming releases < Films < Entertainment > (empty) > Lifestyle > (empty) > Culture > Theatre > (empty) > Entertainment > Films > Upcoming releases,Hobbies,Upcoming releases
21,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,27,Culture > (empty) > Lifestyle > (empty) > Hobbies > Food > Recipes,Culture,Recipes
21,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,26,Lifestyle > Personal development > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
21,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,44,Entertainment > (empty) > Trending > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
21,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,45,Lifestyle > (empty) > Society > (empty) > Culture > Fashion > Latest trends,Lifestyle,Latest trends
21,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,78,Culture > History > Medieval,Culture,Medieval
21,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,55,Lifestyle > (empty) > Hobbies > Household > (empty) > Science > Technology > Computers and internet,Lifestyle,Computers and internet
21,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,52,Science > Environment > (empty) > Science > Nature > Animals,Science,Animals
22,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,47,Lifestyle > Fitness > (empty) > Society > (empty) > Lifestyle > Personal development < Lifestyle > (empty) > Society > Health > Health issues,Lifestyle,Health issues
22,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,34,Trending > Popular articles,Trending,Popular articles
22,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,indirect failure,19,Hobbies > (empty) > Entertainment > Films > Reviews,Hobbies,Reviews
22,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,23,Hobbies > (empty) > Entertainment > Cinema > Top picks,Hobbies,Top picks
22,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,17,Hobbies > Food > Recipes,Hobbies,Recipes
22,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,61,Lifestyle > Personal development > (empty) > About us > (empty) > Lifestyle > Personal development > Personal development > Finances > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
22,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,51,Entertainment > (empty) > Entertainment > Games < Entertainment > TV shows < Entertainment > Games > Top picks,Entertainment,Top picks
22,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,26,Lifestyle > (empty) > Society > (empty) > Trending > Popular articles,Lifestyle,Popular articles
22,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,44,Culture > History > Ancient < History > Ancient,Culture,Ancient
22,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,32,Lifestyle > (empty) > Entertainment > (empty) > Society > (empty) > Trending > Our picks,Lifestyle,Our picks
22,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,53,Hobbies > (empty) > Culture > (empty) > Society > (empty) > Entertainment > Entertainment > Science > Nature > Animals,Hobbies,Animals
23,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,20,Lifestyle > Lifestyle > Science > Health and Medicine > Innovations,Lifestyle,Innovations
23,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,13,Trending > Popular articles,Trending,Popular articles
23,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,18,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
23,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,31,Lifestyle > Lifestyle > Hobbies > Hobbies > Entertainment > Cinema > Cinemas near you,Lifestyle,Cinemas near you
23,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,35,Hobbies > Food > Regional cuisine > Regional cuisine > Recipes,Hobbies,Recipes
23,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,27,Society > Family and Relationships > Parenting,Society,Parenting
23,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,106,Entertainment > Entertainment > Trending > Trending > Society > Society > Lifestyle > Lifestyle > Entertainment > TV shows > TV shows < Entertainment > Entertainment > Games > Games < Entertainment > Trending > Our picks < Trending > Trending > Society > Society > About us > About us > Lifestyle > Lifestyle > Culture > Culture > Entertainment > TV shows > Game shows < TV shows < Entertainment > (empty) > (empty) > Trending > Latest articles,Entertainment,Latest articles
23,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct failure,25,Culture > Fashion > Latest trends,Culture,Latest trends
23,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,29,Culture > History > Medieval > Medieval,Culture,Medieval
23,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,20,Lifestyle > (empty) > Science > Technology > Computers and internet,Lifestyle,Computers and internet
23,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,12,Science > Nature > Animals,Science,Animals
24,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,32,Lifestyle > Personal development > Self-care,Lifestyle,Self-care
24,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct failure,36,Lifestyle > Personal development > Self-growth,Lifestyle,Self-growth
24,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,29,Entertainment > Cinema > Blockbuster movies,Entertainment,Blockbuster movies
24,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,28,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
24,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,54,Lifestyle > Personal development > (empty) > Hobbies > Food > Recipes > Recipes > Recipes > Recipes > Recipes < Food > Tips,Lifestyle,Tips
24,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct failure,30,Lifestyle > Personal development > Mindfulness,Lifestyle,Mindfulness
24,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,107,Entertainment > Entertainment > Trending > Trending > Entertainment > Entertainment > Lifestyle > Lifestyle > Entertainment > Games > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
24,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,100,Lifestyle > Lifestyle > Society > Society > Trending > Trending > About us > (empty) > Trending > Our picks,Lifestyle,Our picks
24,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,101,Science > Environment > Environment > Health and Medicine > Health and Medicine > Technology < Science > (empty) > Culture > History > Ancient,Science,Ancient
24,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,44,Lifestyle > Lifestyle > Entertainment > Entertainment > Lifestyle > Lifestyle > Trending > Latest articles,Lifestyle,Latest articles
24,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,56,Culture > (empty) > Hobbies > Travel > (empty) > Trending > Popular articles,Culture,Popular articles
25,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,98,Lifestyle > Fitness > (empty) > Science > Health and Medicine > Research,Lifestyle,Research
25,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,36,Trending > Popular articles,Trending,Popular articles
25,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,indirect success,99,Entertainment > TV shows < Entertainment > TV shows > Reality shows < Entertainment > TV shows > Top rated < Entertainment > Films > Genres > Comedy,Entertainment,Comedy
25,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,41,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
25,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,78,Culture > (empty) > Lifestyle > (empty) > Hobbies > Food > Recipes,Culture,Recipes
25,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,63,Science > (empty) > Society > Family and Relationships > Parenting,Science,Parenting
25,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct failure,51,Entertainment > Games > Game reviews,Entertainment,Game reviews
25,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,59,Lifestyle > (empty) > Culture > Fashion > Latest trends,Lifestyle,Latest trends
25,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,41,Culture > History > Medieval,Culture,Medieval
25,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,73,Society > (empty) > Science > Technology > Computers and internet,Society,Computers and internet
25,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,76,Science > Earth and Space < Science > Environment < Science > Nature > Animals,Science,Animals
26,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct success,14,Society > Health > Health issues,Society,Health issues
26,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,20,Trending > Popular articles,Trending,Popular articles
26,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,12,Entertainment > Films > Upcoming releases,Entertainment,Upcoming releases
26,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,18,Hobbies > Food > Recipes,Hobbies,Recipes
26,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,25,Lifestyle > Personal development > (empty) > Culture > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
26,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,63,Entertainment > (empty) > Culture > (empty) > Society > (empty) > Lifestyle > (empty) > Entertainment > (empty) > Trending > (empty) > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
26,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,20,Lifestyle > Lifestyle > Culture > Fashion > New collections,Lifestyle,New collections
26,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,17,Culture > History > Medieval,Culture,Medieval
26,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,119,Lifestyle > (empty) > Entertainment > (empty) > Society > Society > Hobbies > Household > (empty) > Culture > (empty) > About us > (empty) > Trending > (empty) > Entertainment > (empty) > Lifestyle > Finances < Lifestyle > (empty) > Entertainment > Games > Computer games,Lifestyle,Computer games
26,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,21,Science > Nature > Animals,Science,Animals
27,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct success,12,Society > Health > Health issues,Society,Health issues
27,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,10,Trending > Popular articles,Trending,Popular articles
27,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,14,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
27,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,37,Entertainment > Films > Reviews < Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
27,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,18,Lifestyle > (empty) > Hobbies > Food > Recipes,Lifestyle,Recipes
27,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,15,Lifestyle > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
27,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,19,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
27,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,22,Lifestyle > (empty) > Culture > Fashion > Latest trends,Lifestyle,Latest trends
27,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,30,Society > (empty) > Hobbies > (empty) > Culture > History > Medieval,Society,Medieval
27,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,33,Lifestyle > (empty) > Hobbies > (empty) > Science > Technology > Computers and internet,Lifestyle,Computers and internet
27,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,25,Science > Biology > Ecology < Biology > Zoology < Biology > Ecology,Science,Ecology
28,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,33,Science > Health and Medicine > Research,Science,Research
28,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,18,Trending > Popular articles,Trending,Popular articles
28,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,18,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
28,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,23,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
28,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,33,Culture > Culture > Lifestyle > Lifestyle > Hobbies > Food > Recipes,Culture,Recipes
28,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,31,Lifestyle > (empty) > About us > (empty) > Society > Family and Relationships > Parenting,Lifestyle,Parenting
28,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,25,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
28,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,42,Trending > (empty) > Lifestyle > Personal development > (empty) > Society > (empty) > Hobbies > Beauty > Clothes,Trending,Clothes
28,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,19,Culture > History > Medieval,Culture,Medieval
28,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,52,Entertainment > Games < Entertainment > (empty) > Lifestyle > (empty) > Society > Society > Hobbies > (empty) > Science > Technology > Computers and internet,Entertainment,Computers and internet
28,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,16,Science > Nature > Animals,Science,Animals
29,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,30,Science > Health and Medicine > Treatments,Science,Treatments
29,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,indirect failure,59,Lifestyle > (empty) > Entertainment > Literature > Reviews,Lifestyle,Reviews
29,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,16,Trending > Latest articles,Trending,Latest articles
29,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,31,Lifestyle > Personal development > Creativity,Lifestyle,Creativity
29,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,35,Lifestyle > Personal development > Creativity,Lifestyle,Creativity
29,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct failure,27,Lifestyle > Personal development > Self-growth,Lifestyle,Self-growth
29,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct failure,39,Culture > History > Modern,Culture,Modern
29,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,direct failure,27,Trending > Latest articles,Trending,Latest articles
29,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct failure,27,Culture > History > Ancient,Culture,Ancient
29,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,30,Science > Technology > Computers and internet,Science,Computers and internet
29,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,45,Science > Science > Hobbies > Outdoors > Hunting,Science,Hunting
30,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,49,Lifestyle > (empty) > Culture > (empty) > Science > Health and Medicine > Treatments,Lifestyle,Treatments
30,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,15,Trending > Popular articles,Trending,Popular articles
30,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,15,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
30,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,49,Entertainment > Films > (empty) > Hobbies > (empty) > Society > (empty) > Culture > (empty) > Lifestyle > (empty) > Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
