,variant,respondent,task,taskText,taskOrder,time,interactions,certainty,difficulty,note,success,directSuccess,direct,firstClick,finalClick,pathLength,backclicks,backtracks,backsteps,path,firstClickName,finalClickName
530,TC,23,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,4,18.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
531,TC,23,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",3,31.0,"[""6"", ""6"", ""2"", ""2"", ""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,False,False,6,1-5-1,7,2,2,2,"[[""6""], [], [""2""], [], [""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Lifestyle,Cinemas near you
532,TC,23,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,2,35.0,"[""2"", ""2-2"", ""2-2-7"", ""2-2-7"", ""2-2-3""]",7.0,7.0,,False,False,False,2,2-2-3,5,1,1,1,"[[""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-7""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Hobbies,Recipes
533,TC,23,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,7,27.0,"[""5"", ""5-5"", ""5-5-0""]",7.0,7.0,,True,True,True,5,5-5-0,3,0,0,0,"[[""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Society,Parenting
534,TC,23,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,6,106.0,"[""1"", ""1"", ""0"", ""0"", ""5"", ""5"", ""6"", ""6"", ""1"", ""1-3"", ""1-3"", ""1"", ""1"", ""1-4"", ""1-4"", ""1"", ""0"", ""0-0"", ""0"", ""0"", ""5"", ""5"", ""7"", ""7"", ""6"", ""6"", ""3"", ""3"", ""1"", ""1-3"", ""1-3-3"", ""1-3"", ""1"", ""H"", ""H"", ""0"", ""0-1""]",1.0,1.0,I don't feel like there was a category for sports,False,False,False,1,0-1,37,17,12,17,"[[""1""], [], [""0""], [], [""5""], [], [""6""], [], [""1""], [""1"", ""1-3""], [""1""], [], [""1""], [""1"", ""1-4""], [""1""], [], [""0""], [""0"", ""0-0""], [""0""], [], [""5""], [], [""7""], [], [""6""], [], [""3""], [], [""1""], [""1"", ""1-3""], [""1"", ""1-3"", ""1-3-3""], [""1"", ""1-3""], [""1""], [], [], [""0""], [""0"", ""0-1""]]",Entertainment,Latest articles
535,TC,23,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,5,25.0,"[""3"", ""3-2"", ""3-2-5""]",7.0,7.0,,False,False,True,3,3-2-5,3,0,0,0,"[[""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-5""]]",Culture,Latest trends
536,TC,23,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",1,29.0,"[""3"", ""3-4"", ""3-4-1"", ""3-4-1""]",5.0,6.0,,True,False,True,3,3-4-1,4,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
537,TC,23,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",9,20.0,"[""6"", ""H"", ""4"", ""4-4"", ""4-4-2""]",7.0,7.0,,True,False,False,6,4-4-2,5,1,1,1,"[[""6""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Lifestyle,Computers and internet
538,TC,23,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,8,12.0,"[""4"", ""4-7"", ""4-7-1""]",6.0,6.0,,True,True,True,4,4-7-1,3,0,0,0,"[[""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
539,TC,24,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",5,32.0,"[""6"", ""6-1"", ""6-1-1""]",5.0,3.0,,False,False,True,6,6-1-1,3,0,0,0,"[[""6""], [""6"", ""6-1""], [""6"", ""6-1"", ""6-1-1""]]",Lifestyle,Self-care
541,TC,24,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,3,29.0,"[""1"", ""1-5"", ""1-5-0""]",7.0,6.0,,False,False,True,1,1-5-0,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-0""]]",Entertainment,Blockbuster movies
542,TC,24,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",4,28.0,"[""1"", ""1-5"", ""1-5-1""]",5.0,5.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
543,TC,24,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,6,54.0,"[""6"", ""6-1"", ""H"", ""2"", ""2-2"", ""2-2-3"", ""2-2-3"", ""2-2-3"", ""2-2-3"", ""2-2-3"", ""2-2"", ""2-2-2""]",6.0,6.0,,False,False,False,6,2-2-2,12,2,2,3,"[[""6""], [""6"", ""6-1""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""], [""2"", ""2-2"", ""2-2-3""], [""2"", ""2-2"", ""2-2-3""], [""2"", ""2-2"", ""2-2-3""], [""2"", ""2-2"", ""2-2-3""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-2""]]",Lifestyle,Tips
544,TC,24,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,2,30.0,"[""6"", ""6-1"", ""6-1-0""]",3.0,4.0,,False,False,True,6,6-1-0,3,0,0,0,"[[""6""], [""6"", ""6-1""], [""6"", ""6-1"", ""6-1-0""]]",Lifestyle,Mindfulness
545,TC,24,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,1,107.0,"[""1"", ""1"", ""0"", ""0"", ""1"", ""1"", ""6"", ""6"", ""1"", ""1-4"", ""H"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",3.0,3.0,,True,False,False,1,2-1-1-8,15,5,5,6,"[[""1""], [], [""0""], [], [""1""], [], [""6""], [], [""1""], [""1"", ""1-4""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
546,TC,24,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,7,100.0,"[""6"", ""6"", ""5"", ""5"", ""0"", ""0"", ""7"", ""H"", ""0"", ""0-0""]",2.0,3.0,,False,False,False,6,0-0,10,4,4,4,"[[""6""], [], [""5""], [], [""0""], [], [""7""], [], [""0""], [""0"", ""0-0""]]",Lifestyle,Our picks
547,TC,24,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",8,101.0,"[""4"", ""4-5"", ""4-5"", ""4-0"", ""4-0"", ""4-4"", ""4"", ""H"", ""3"", ""3-4"", ""3-4-0""]",7.0,7.0,,False,False,False,4,3-4-0,11,4,3,4,"[[""4""], [""4"", ""4-5""], [""4""], [""4"", ""4-0""], [""4""], [""4"", ""4-4""], [""4""], [], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-0""]]",Science,Ancient
548,TC,24,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",10,44.0,"[""6"", ""6"", ""1"", ""1"", ""6"", ""6"", ""0"", ""0-1""]",4.0,3.0,,False,False,False,6,0-1,8,3,3,3,"[[""6""], [], [""1""], [], [""6""], [], [""0""], [""0"", ""0-1""]]",Lifestyle,Latest articles
549,TC,24,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,9,56.0,"[""3"", ""H"", ""2"", ""2-0"", ""H"", ""0"", ""0-2""]",3.0,3.0,,False,False,False,3,0-2,7,2,2,3,"[[""3""], [], [""2""], [""2"", ""2-0""], [], [""0""], [""0"", ""0-2""]]",Culture,Popular articles
550,TC,25,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",7,98.0,"[""6"", ""6-2"", ""H"", ""4"", ""4-0"", ""4-0-2""]",6.0,5.0,,False,False,False,6,4-0-2,6,1,1,2,"[[""6""], [""6"", ""6-2""], [], [""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""]]",Lifestyle,Research
552,TC,25,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,5,99.0,"[""1"", ""1-3"", ""1"", ""1-3"", ""1-3-2"", ""1"", ""1-3"", ""1-3-0"", ""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,6.0,,True,False,False,1,1-2-2-6,12,3,3,5,"[[""1""], [""1"", ""1-3""], [""1""], [""1"", ""1-3""], [""1"", ""1-3"", ""1-3-2""], [""1""], [""1"", ""1-3""], [""1"", ""1-3"", ""1-3-0""], [""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
553,TC,25,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",4,41.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
554,TC,25,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,3,78.0,"[""3"", ""H"", ""6"", ""H"", ""2"", ""2-2"", ""2-2-3""]",7.0,4.0,,False,False,False,3,2-2-3,7,2,2,2,"[[""3""], [], [""6""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Culture,Recipes
555,TC,25,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,8,63.0,"[""4"", ""H"", ""5"", ""5-5"", ""5-5-0""]",7.0,5.0,,True,False,False,4,5-5-0,5,1,1,1,"[[""4""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Science,Parenting
556,TC,25,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,2,51.0,"[""1"", ""1-4"", ""1-4-4""]",6.0,6.0,,False,False,True,1,1-4-4,3,0,0,0,"[[""1""], [""1"", ""1-4""], [""1"", ""1-4"", ""1-4-4""]]",Entertainment,Game reviews
557,TC,25,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,10,59.0,"[""6"", ""H"", ""3"", ""3-2"", ""3-2-5""]",7.0,5.0,,False,False,False,6,3-2-5,5,1,1,1,"[[""6""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-5""]]",Lifestyle,Latest trends
558,TC,25,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",6,41.0,"[""3"", ""3-4"", ""3-4-1""]",7.0,7.0,,True,True,True,3,3-4-1,3,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
559,TC,25,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",1,73.0,"[""5"", ""H"", ""4"", ""4-4"", ""4-4-2""]",7.0,6.0,,True,False,False,5,4-4-2,5,1,1,1,"[[""5""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Society,Computers and internet
560,TC,25,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,9,76.0,"[""4"", ""4-6"", ""4"", ""4-5"", ""4"", ""4-7"", ""4-7-1""]",7.0,3.0,,True,False,False,4,4-7-1,7,2,2,2,"[[""4""], [""4"", ""4-6""], [""4""], [""4"", ""4-5""], [""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
561,TC,27,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",10,12.0,"[""5"", ""5-4"", ""5-4-0""]",6.0,6.0,,True,True,True,5,5-4-0,3,0,0,0,"[[""5""], [""5"", ""5-4""], [""5"", ""5-4"", ""5-4-0""]]",Society,Health issues
563,TC,27,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,9,14.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",6.0,6.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
564,TC,27,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",1,37.0,"[""1"", ""1-2"", ""1-2-1"", ""1"", ""1-5"", ""1-5-1""]",6.0,6.0,"Having ""films"" and ""cinema"" as two different options seems rather weird",True,False,False,1,1-5-1,6,1,1,2,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-1""], [""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
565,TC,27,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,4,18.0,"[""6"", ""H"", ""2"", ""2-2"", ""2-2-3""]",6.0,6.0,"(what is ""mesoamerican""?)",False,False,False,6,2-2-3,5,1,1,1,"[[""6""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Lifestyle,Recipes
566,TC,27,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,5,15.0,"[""6"", ""H"", ""5"", ""5-5"", ""5-5-0""]",7.0,7.0,,True,False,False,6,5-5-0,5,1,1,1,"[[""6""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
567,TC,27,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,6,19.0,"[""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",7.0,7.0,I would expect to find the sports listed in alphabetical order,True,True,True,2,2-1-1-8,4,0,0,0,"[[""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Hobbies,Boxing
568,TC,27,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,8,22.0,"[""6"", ""H"", ""3"", ""3-2"", ""3-2-5""]",5.0,5.0,,False,False,False,6,3-2-5,5,1,1,1,"[[""6""], [], [""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-5""]]",Lifestyle,Latest trends
569,TC,27,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",7,30.0,"[""5"", ""H"", ""2"", ""H"", ""3"", ""3-4"", ""3-4-1""]",6.0,6.0,"Again, a news site is not where I'd look for this information",True,False,False,5,3-4-1,7,2,2,2,"[[""5""], [], [""2""], [], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Society,Medieval
570,TC,27,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",2,33.0,"[""6"", ""H"", ""2"", ""H"", ""4"", ""4-4"", ""4-4-2""]",7.0,7.0,A news site would absolutely not be where I would go to look for this information,True,False,False,6,4-4-2,7,2,2,2,"[[""6""], [], [""2""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Lifestyle,Computers and internet
571,TC,27,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,3,25.0,"[""4"", ""4-2"", ""4-2-2"", ""4-2"", ""4-2-0"", ""4-2"", ""4-2-2""]",5.0,5.0,,False,False,False,4,4-2-2,7,2,2,2,"[[""4""], [""4"", ""4-2""], [""4"", ""4-2"", ""4-2-2""], [""4"", ""4-2""], [""4"", ""4-2"", ""4-2-0""], [""4"", ""4-2""], [""4"", ""4-2"", ""4-2-2""]]",Science,Ecology
572,TC,28,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",2,33.0,"[""4"", ""4-0"", ""4-0-2""]",5.0,5.0,"no problems, but not quite sure that the right answer",False,False,True,4,4-0-2,3,0,0,0,"[[""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-2""]]",Science,Research
574,TC,28,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,9,18.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,no problems,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
575,TC,28,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",1,23.0,"[""1"", ""1-5"", ""1-5-1""]",7.0,7.0,,True,True,True,1,1-5-1,3,0,0,0,"[[""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
576,TC,28,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,3,33.0,"[""3"", ""3"", ""6"", ""6"", ""2"", ""2-2"", ""2-2-3""]",6.0,5.0,not quite sure what catorgorey it would be under,False,False,False,3,2-2-3,7,2,2,2,"[[""3""], [], [""6""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Culture,Recipes
577,TC,28,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,6,31.0,"[""6"", ""H"", ""7"", ""H"", ""5"", ""5-5"", ""5-5-0""]",6.0,6.0,,True,False,False,6,5-5-0,7,2,2,2,"[[""6""], [], [""7""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
578,TC,28,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,4,25.0,"[""1"", ""1"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",7.0,6.0,,True,False,False,1,2-1-1-8,6,1,1,1,"[[""1""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Entertainment,Boxing
579,TC,28,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,10,42.0,"[""0"", ""H"", ""6"", ""6-1"", ""H"", ""5"", ""H"", ""2"", ""2-3"", ""2-3-3""]",6.0,5.0,,False,False,False,0,2-3-3,10,3,3,4,"[[""0""], [], [""6""], [""6"", ""6-1""], [], [""5""], [], [""2""], [""2"", ""2-3""], [""2"", ""2-3"", ""2-3-3""]]",Trending,Clothes
580,TC,28,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",7,19.0,"[""3"", ""3-4"", ""3-4-1""]",7.0,7.0,,True,True,True,3,3-4-1,3,0,0,0,"[[""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Culture,Medieval
581,TC,28,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",5,52.0,"[""1"", ""1-4"", ""1"", ""H"", ""6"", ""H"", ""5"", ""5"", ""2"", ""H"", ""4"", ""4-4"", ""4-4-2""]",4.0,3.0,it was quite hard to find,True,False,False,1,4-4-2,13,5,4,5,"[[""1""], [""1"", ""1-4""], [""1""], [], [""6""], [], [""5""], [], [""2""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Entertainment,Computers and internet
582,TC,28,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,8,16.0,"[""4"", ""4-7"", ""4-7-1""]",6.0,6.0,,True,True,True,4,4-7-1,3,0,0,0,"[[""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
583,TC,30,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",1,49.0,"[""6"", ""H"", ""3"", ""H"", ""4"", ""4-0"", ""4-0-0""]",4.0,4.0,,False,False,False,6,4-0-0,7,2,2,2,"[[""6""], [], [""3""], [], [""4""], [""4"", ""4-0""], [""4"", ""4-0"", ""4-0-0""]]",Lifestyle,Treatments
585,TC,30,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,9,15.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",4.0,4.0,,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
586,TC,30,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",6,49.0,"[""1"", ""1-2"", ""H"", ""2"", ""H"", ""5"", ""H"", ""3"", ""H"", ""6"", ""H"", ""1"", ""1-5"", ""1-5-1""]",7.0,5.0,,True,False,False,1,1-5-1,14,5,5,6,"[[""1""], [""1"", ""1-2""], [], [""2""], [], [""5""], [], [""3""], [], [""6""], [], [""1""], [""1"", ""1-5""], [""1"", ""1-5"", ""1-5-1""]]",Entertainment,Cinemas near you
587,TC,30,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,3,21.0,"[""6"", ""H"", ""5"", ""H"", ""2"", ""2-2"", ""2-2-3""]",7.0,6.0,,False,False,False,6,2-2-3,7,2,2,2,"[[""6""], [], [""5""], [], [""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Lifestyle,Recipes
588,TC,30,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,5,22.0,"[""6"", ""6-1"", ""H"", ""3"", ""H"", ""5"", ""5-5"", ""5-5-0""]",7.0,7.0,,True,False,False,6,5-5-0,8,2,2,3,"[[""6""], [""6"", ""6-1""], [], [""3""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Lifestyle,Parenting
589,TC,30,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,4,25.0,"[""5"", ""H"", ""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]",7.0,7.0,,True,False,False,5,2-1-1-8,6,1,1,1,"[[""5""], [], [""2""], [""2"", ""2-1""], [""2"", ""2-1"", ""2-1-1""], [""2"", ""2-1"", ""2-1-1"", ""2-1-1-8""]]",Society,Boxing
590,TC,30,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,7,14.0,"[""3"", ""3-2"", ""3-2-2""]",7.0,7.0,,True,True,True,3,3-2-2,3,0,0,0,"[[""3""], [""3"", ""3-2""], [""3"", ""3-2"", ""3-2-2""]]",Culture,New collections
591,TC,30,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",8,40.0,"[""5"", ""H"", ""6"", ""H"", ""3"", ""3-4"", ""3-4-1"", ""3-4"", ""3-4-0"", ""3-4"", ""3-4-3"", ""3-4"", ""3-4-1""]",4.0,4.0,,True,False,False,5,3-4-1,13,5,5,5,"[[""5""], [], [""6""], [], [""3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-0""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-3""], [""3"", ""3-4""], [""3"", ""3-4"", ""3-4-1""]]",Society,Medieval
592,TC,30,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",2,74.0,"[""1"", ""H"", ""3"", ""H"", ""5"", ""H"", ""6"", ""H"", ""2"", ""H"", ""7"", ""H"", ""6"", ""H"", ""0"", ""0-0"", ""H"", ""1"", ""H"", ""2"", ""H"", ""4"", ""4-4"", ""4-4-2""]",4.0,4.0,,True,False,False,1,4-4-2,24,10,10,11,"[[""1""], [], [""3""], [], [""5""], [], [""6""], [], [""2""], [], [""7""], [], [""6""], [], [""0""], [""0"", ""0-0""], [], [""1""], [], [""2""], [], [""4""], [""4"", ""4-4""], [""4"", ""4-4"", ""4-4-2""]]",Entertainment,Computers and internet
593,TC,30,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,10,12.0,"[""4"", ""4-7"", ""4-7-1""]",7.0,7.0,,True,True,True,4,4-7-1,3,0,0,0,"[[""4""], [""4"", ""4-7""], [""4"", ""4-7"", ""4-7-1""]]",Science,Animals
594,TC,32,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",1,48.0,"[""6"", ""6-1"", ""6-1-1""]",7.0,7.0,it was easy to find.,False,False,True,6,6-1-1,3,0,0,0,"[[""6""], [""6"", ""6-1""], [""6"", ""6-1"", ""6-1-1""]]",Lifestyle,Self-care
596,TC,32,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,3,27.497,"[""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]",7.0,7.0,All good,True,True,True,1,1-2-2-6,4,0,0,0,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2"", ""1-2-2"", ""1-2-2-6""]]",Entertainment,Comedy
597,TC,32,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",10,51.0,"[""1"", ""1-2"", ""1-2-2"", ""1-2"", ""1-2-1""]",7.0,7.0,,False,False,False,1,1-2-1,5,1,1,1,"[[""1""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-2""], [""1"", ""1-2""], [""1"", ""1-2"", ""1-2-1""]]",Entertainment,Reviews
598,TC,32,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,6,31.0,"[""2"", ""2-2"", ""2-2-3""]",7.0,7.0,it was easy to find.,False,False,True,2,2-2-3,3,0,0,0,"[[""2""], [""2"", ""2-2""], [""2"", ""2-2"", ""2-2-3""]]",Hobbies,Recipes
599,TC,32,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,2,38.06666666666667,"[""0"", ""H"", ""4"", ""H"", ""3"", ""H"", ""1"", ""H"", ""5"", ""5-5"", ""5-5-0""]",7.0,7.0,it was easy to find.,True,False,False,0,5-5-0,11,4,4,4,"[[""0""], [], [""4""], [], [""3""], [], [""1""], [], [""5""], [""5"", ""5-5""], [""5"", ""5-5"", ""5-5-0""]]",Trending,Parenting
