respondent number,task number,task text,result,time spent (seconds),path,first click,destination
15,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,26,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
15,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,48,Culture > Art > Art < Culture > Hobbies > Food > Recipes,Culture,Recipes
15,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,28,Lifestyle > Lifestyle > About us > About us > Society > Family and Relationships > Parenting,Lifestyle,Parenting
15,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,44,Entertainment > Entertainment > Culture > Culture > Lifestyle > Lifestyle > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
15,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,32,Lifestyle > Lifestyle > Culture > Fashion > New collections,Lifestyle,New collections
15,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,111,Society > Society > About us > About us > Hobbies > Hobbies > Society > Education > Education > Family and Relationships > Family and Relationships < Society > Hobbies > Art > Art < Hobbies > Culture > History > Ancient,Society,Ancient
15,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,160,Science > Science > Society > Society > Entertainment > Entertainment > Lifestyle > Finances > Finances < Lifestyle > Hobbies > Household > Household < Hobbies > Society > Economics > Economics < Society > Trending > Trending > Culture > Culture > About us > About us > Entertainment > Games > Games < Entertainment > Hobbies > Household > Household > Crafts > Crafts < Hobbies > Culture > Culture > Science > Technology > Computers and internet,Science,Computers and internet
15,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,50,Hobbies > Outdoors > Outdoors > Garden > Garden > Travel > Travel > Garden > Seasonal tips,Hobbies,Seasonal tips
16,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,19,Science > Health and Medicine > Research > Treatments,Science,Treatments
16,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,11,Trending > Popular articles,Trending,Popular articles
16,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,20,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
16,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,22,Lifestyle > Lifestyle > Entertainment > Films > Upcoming releases,Lifestyle,Upcoming releases
16,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,16,Culture > Culture > Hobbies > Food > Recipes,Culture,Recipes
16,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,10,Society > Family and Relationships > Parenting,Society,Parenting
16,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,28,Entertainment > Entertainment > Trending > Trending > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
16,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,22,Lifestyle > Lifestyle > Trending > Trending > Culture > Fashion > Latest trends,Lifestyle,Latest trends
16,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,23,Culture > History > Medieval,Culture,Medieval
16,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,19,Science > Technology > Computers and internet,Science,Computers and internet
16,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,17,Science > Nature > Animals,Science,Animals
17,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,29,Lifestyle > Lifestyle > Science > Health and Medicine > Research,Lifestyle,Research
17,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,14,Trending > Popular articles,Trending,Popular articles
17,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,12,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
17,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect failure,39,Hobbies > Travel > Travel > Art > Art < Hobbies > Entertainment > Films > Upcoming releases,Hobbies,Upcoming releases
17,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,37,Lifestyle > Lifestyle > Society > Society > Culture > Culture > Hobbies > Food > Recipes,Lifestyle,Recipes
17,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,17,Society > Sociology > Sociology > Family and Relationships > Parenting,Society,Parenting
17,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,36,Trending > Trending > Entertainment > Entertainment > Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Trending,Boxing
17,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,21,Lifestyle > Personal development > Personal development < Lifestyle > Hobbies > Beauty > Clothes,Lifestyle,Clothes
17,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,19,Culture > History > Medieval,Culture,Medieval
17,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,20,Science > Technology > Computers and internet,Science,Computers and internet
17,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,14,Science > Nature > Animals,Science,Animals
18,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,58,Lifestyle > Fitness > Fitness > Personal development > Personal development < Lifestyle > Trending > Trending > Science > Health and Medicine > Research,Lifestyle,Research
18,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,17,Trending > Popular articles,Trending,Popular articles
18,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,22,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
18,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,30,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
18,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect success,39,Culture > Culture > Hobbies > Food > Regional cuisine > Mexican cuisine,Culture,Mexican cuisine
18,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,27,Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
18,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,36,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
18,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,60,Trending > Trending > Society > Society > Lifestyle > Lifestyle > Culture > Fashion > Fashion > Fashion > Latest trends,Trending,Latest trends
18,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,16,Culture > History > Medieval,Culture,Medieval
18,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,18,Science > Technology > Computers and internet,Science,Computers and internet
18,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,27,Science > Environment > Environment > Nature > Animals,Science,Animals
19,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,31,Lifestyle > Lifestyle > Society > Health > Health issues,Lifestyle,Health issues
19,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,21,Trending > Popular articles,Trending,Popular articles
19,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,21,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
19,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,20,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
19,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,40,Lifestyle > Lifestyle > Culture > Culture > Hobbies > Food > Recipes,Lifestyle,Recipes
19,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,25,Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
19,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,35,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
19,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,47,Lifestyle > Lifestyle > Entertainment > Entertainment > Society > Society > Hobbies > Hobbies > Culture > Fashion > New collections,Lifestyle,New collections
19,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect failure,87,Science > Science > Hobbies > Hobbies > Entertainment > Entertainment > Science > Science > Society > Society > Culture > Architecture > Architecture > History > Ancient,Science,Ancient
19,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,101,Entertainment > Entertainment > Lifestyle > Personal development > Personal development < Lifestyle > Hobbies > Hobbies > Culture > Culture > Society > Society > Entertainment > Entertainment > Hobbies > Household > Household < Hobbies > Culture > Culture > Science > Technology > Computers and internet,Entertainment,Computers and internet
19,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,115,Hobbies > Outdoors > Outdoors > Garden > Garden < Hobbies > Culture > Culture > Lifestyle > Lifestyle > Trending > Trending > Entertainment > Entertainment > Hobbies > Garden > Garden > Outdoors > Outdoors < Hobbies > Culture > Culture > Science > Environment > Environment > Nature > Animals,Hobbies,Animals
20,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,90,Lifestyle > Fitness > Fitness > Personal development > Personal development < Lifestyle > Lifestyle > Lifestyle > Science > Health and Medicine > Treatments,Lifestyle,Treatments
20,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,indirect failure,28,Trending > Trending > Trending > Latest articles,Trending,Latest articles
20,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,indirect failure,54,Entertainment > TV shows > TV shows < Entertainment > Culture > Culture > Entertainment > Cinema > Blockbuster movies,Entertainment,Blockbuster movies
20,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,35,Hobbies > Sports > Team sports > Soccer (football),Hobbies,Soccer (football)
20,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,37,Hobbies > Food > Recipes,Hobbies,Recipes
20,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct failure,17,Culture > Fashion > Footwear,Culture,Footwear
20,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect failure,79,Entertainment > Entertainment > Entertainment > Entertainment > Lifestyle > Lifestyle > Society > Society > Entertainment > Entertainment > Trending > Latest articles,Entertainment,Latest articles
20,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,42,Entertainment > Entertainment > Trending > Trending > Society > Society > Culture > Fashion > Latest trends,Entertainment,Latest trends
20,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct failure,10,Society > Psychology,Society,Psychology
20,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct failure,8,About us > Careers,About us,Careers
20,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,20,Science > Nature > Animals > Documentaries,Science,Documentaries
21,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,39,Lifestyle > Fitness > Fitness < Lifestyle > Science > Health and Medicine > Research,Lifestyle,Research
21,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,9,Trending > Popular articles,Trending,Popular articles
21,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,16,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
21,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,12,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
21,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,50,Hobbies > Household > Household < Hobbies > Lifestyle > Lifestyle > Lifestyle > Fitness > Fitness < Lifestyle > Entertainment > Entertainment > Hobbies > Food > Cooking,Hobbies,Cooking
21,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,34,Lifestyle > Personal development > Personal development < Lifestyle > Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
21,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,direct success,19,Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
21,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,43,Lifestyle > Lifestyle > Society > Society > Entertainment > Entertainment > Society > Society > Culture > Fashion > Latest trends,Lifestyle,Latest trends
21,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,25,Culture > History > Medieval,Culture,Medieval
21,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,20,Science > Technology > Computers and internet,Science,Computers and internet
21,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct failure,17,Science > Biology > Zoology,Science,Zoology
23,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,68,Lifestyle > Personal development > Personal development > Fitness > Fitness < Lifestyle > Science > Health and Medicine > Health and Medicine < Science > Society > Health > Health issues,Lifestyle,Health issues
23,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,17,Trending > Popular articles,Trending,Popular articles
23,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,27,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
23,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,21,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
23,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,16,Hobbies > Food > Recipes,Hobbies,Recipes
23,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,41,Lifestyle > Personal development > Personal development < Lifestyle > Culture > Culture > Society > Family and Relationships > Parenting,Lifestyle,Parenting
23,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,39,Trending > Trending > Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Trending,Boxing
23,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,55,Lifestyle > Personal development > Personal development < Lifestyle > Culture > Fashion > New collections,Lifestyle,New collections
23,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,19,Culture > History > Medieval,Culture,Medieval
23,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,23,Hobbies > Hobbies > Science > Technology > Computers and internet,Hobbies,Computers and internet
23,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,29,Hobbies > Outdoors > Outdoors < Hobbies > Science > Nature > Animals,Hobbies,Animals
24,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect failure,32,Lifestyle > Fitness > Fitness < Lifestyle > Trending > Trending > Science > Health and Medicine > Research,Lifestyle,Research
24,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,9,Trending > Popular articles,Trending,Popular articles
24,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,19,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
24,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,16,Entertainment > Films > Upcoming releases,Entertainment,Upcoming releases
24,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,direct failure,16,Hobbies > Food > Recipes,Hobbies,Recipes
24,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,19,Culture > Culture > Society > Family and Relationships > Parenting,Culture,Parenting
24,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,23,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
24,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,24,Lifestyle > Lifestyle > Culture > Fashion > Latest trends,Lifestyle,Latest trends
24,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct failure,15,Culture > History > Modern,Culture,Modern
24,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,13,Science > Technology > Computers and internet,Science,Computers and internet
24,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect failure,56,Hobbies > Outdoors > Outdoors < Hobbies > Society > Society > Science > Science > Entertainment > Entertainment > Lifestyle > Lifestyle > Hobbies > Garden > Garden > Outdoors > Hunting,Hobbies,Hunting
25,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,42,Lifestyle > Fitness > Fitness > Personal development > Personal development < Lifestyle > Society > Health > Health issues,Lifestyle,Health issues
25,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,10,Trending > Popular articles,Trending,Popular articles
25,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,9,Entertainment > Films > Reviews,Entertainment,Reviews
25,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct failure,20,Entertainment > Films > Trailers,Entertainment,Trailers
25,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,35,Culture > Culture > Lifestyle > Lifestyle > Hobbies > Food > Recipes,Culture,Recipes
25,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,27.098,Society > Family and Relationships > Parenting,Society,Parenting
25,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,34,Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
25,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect success,30,Society > Society > Trending > Trending > Culture > Fashion > New collections,Society,New collections
25,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,24,Culture > History > Medieval,Culture,Medieval
25,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect success,111,Entertainment > Entertainment > Lifestyle > Lifestyle > Lifestyle > Lifestyle > Hobbies > Household > Household < Hobbies > Trending > Trending > Entertainment > Entertainment > Culture > Culture > About us > About us > Society > Society > Science > Technology > Computers and internet,Entertainment,Computers and internet
25,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,49,Hobbies > Garden > Garden > Outdoors > Outdoors < Hobbies > Science > Nature > Animals,Hobbies,Animals
26,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",indirect success,26,Lifestyle > Fitness > Fitness < Lifestyle > Lifestyle > Lifestyle > Society > Health > Health issues,Lifestyle,Health issues
26,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,15,Trending > Popular articles,Trending,Popular articles
26,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,17,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
26,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,140,Entertainment > Films > Films < Entertainment > Society > Society > Lifestyle > Lifestyle > Hobbies > Hobbies > Entertainment > Films > Films < Entertainment > Lifestyle > Personal development > Personal development < Lifestyle > Science > Science > Culture > Theatre > Theatre < Culture > Trending > Trending > Society > Society > Lifestyle > Lifestyle > Culture > Culture > Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
26,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,34,Culture > Culture > Lifestyle > Lifestyle > Culture > Culture > Hobbies > Food > Cooking,Culture,Cooking
26,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,27,Lifestyle > Personal development > Personal development < Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
26,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,33,Entertainment > Entertainment > Culture > Culture > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
26,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,33,Trending > Trending > Lifestyle > Lifestyle > Society > Society > Culture > Fashion > Latest trends,Trending,Latest trends
26,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,36,Society > Sociology > Sociology < Society > Science > Science > Culture > History > Medieval,Society,Medieval
26,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,118,Entertainment > Entertainment > Lifestyle > Lifestyle > Hobbies > Hobbies > Society > Society > Lifestyle > Personal development > Personal development < Lifestyle > Entertainment > Entertainment > Hobbies > Household > Household < Hobbies > Culture > Culture > Society > Society > Lifestyle > Finances > Budgeting < Finances < Lifestyle > About us > About us > Lifestyle > Finances > Budgeting,Entertainment,Budgeting
26,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,indirect success,43,Hobbies > Outdoors > Outdoors < Hobbies > Science > Environment > Environment > Nature > Animals,Hobbies,Animals
27,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,16,Lifestyle > Fitness > Diet,Lifestyle,Diet
27,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct failure,28,Trending > Latest articles,Trending,Latest articles
27,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct success,24,Entertainment > Films > Genres > Comedy,Entertainment,Comedy
27,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",indirect success,327,Entertainment > Films > Films > Cinema > Cinemas near you,Entertainment,Cinemas near you
27,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,45,Culture > Culture > Hobbies > Food > Recipes,Culture,Recipes
27,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,indirect success,89,Lifestyle > Lifestyle > Society > Family and Relationships > Parenting,Lifestyle,Parenting
27,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,101,Entertainment > Games > Games < Entertainment > Lifestyle > Lifestyle > About us > About us > Culture > Culture > Hobbies > Sports > Individual sports > Boxing,Entertainment,Boxing
27,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,126,Lifestyle > Lifestyle > Culture > Culture > Hobbies > Beauty > Clothes,Lifestyle,Clothes
27,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",direct success,40,Culture > History > Medieval,Culture,Medieval
27,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",indirect failure,88,Hobbies > Hobbies > Trending > Trending > Lifestyle > Lifestyle > Hobbies > Household > Household > Crafts > Crafts > Sports > Sports < Hobbies > Entertainment > Games > Computer games,Hobbies,Computer games
27,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,21,Science > Nature > Animals,Science,Animals
28,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,17,Lifestyle > Personal development > Self-care,Lifestyle,Self-care
28,1,<div>You would like to find articles that a lot of people are reading right now. Where would you look for them?<br /></div>,direct success,15,Trending > Popular articles,Trending,Popular articles
28,2,You are having friends over for a movie night and you would like to watch something with a lot of jokes. Where would you look for the right movie recommendation?,direct failure,28,Entertainment > Films > Reviews,Entertainment,Reviews
28,3,"Planning a movie date, you want to check out what movies are currently playing in movie theaters. The movie theater should not be further than a thirty-minute drive from your current location. Where would you look for relevant information?",direct success,17,Entertainment > Cinema > Cinemas near you,Entertainment,Cinemas near you
28,5,You are in the mood to try making a spicy mesoamerican dish. Where would you look for recipe ideas?,indirect failure,20,Lifestyle > Lifestyle > Hobbies > Food > Recipes,Lifestyle,Recipes
28,11,Imagine you are soon about to become a mom or a dad for the first time. Where would you look for advice on how to raise and take care of a child?,direct success,16,Society > Family and Relationships > Parenting,Society,Parenting
28,4,You have bet on a boxing match and would like to see the results. Where would you look for them?,indirect success,75,Hobbies > Sports > Individual sports > Individual sports < Sports < Hobbies > Entertainment > Entertainment > Lifestyle > Lifestyle > Entertainment > Entertainment > Hobbies > Sports > Individual sports > Boxing,Hobbies,Boxing
28,6,You'd like to update your wardrobe with some fresh articles to wear this season. Where would you look for inspiration?,indirect failure,27,Lifestyle > Lifestyle > Culture > Fashion > Latest trends,Lifestyle,Latest trends
28,7,"You would like to educate yourself a bit, and one topic that interests you is how life used to be back during the middle ages. Where would you look for articles about this?",indirect success,67,Science > Earth and Space > Earth and Space > Environment > Environment < Science > Society > Society > Culture > History > Medieval,Science,Medieval
28,8,"Your old laptop is out of commission, so you are interested in buying a new one. Where would you look for pointers on what brand and model may be the best for you?",direct success,25,Science > Technology > Computers and internet,Science,Computers and internet
28,9,You would like to learn about bird species–such as how they migrate or care for their young. Where would you look for articles like this?,direct success,23,Science > Nature > Animals,Science,Animals
29,10,"Your health is important to you, so you like to keep abreast of the latest information about various illnesses, their symptoms and how best to avoid them. Where would you look for such information?",direct failure,30,Science > Health and Medicine > Research,Science,Research
